event_id,event_date,region,event_type,account_name,value,note
EVT-6009,2026-08-05,South,complaint,,,damaged item
EVT-6010,2026-08-06,South,complaint,,,damaged item
EVT-6011,2026-08-06,West,complaint,,,damaged item
EVT-6012,2026-08-07,North,complaint,,,damaged item
EVT-6013,2026-08-07,West,complaint,,,damaged item
EVT-6014,2026-08-08,West,complaint,,,damaged item
EVT-6015,2026-08-09,East,complaint,,,damaged item
EVT-6016,2026-08-09,North-West,complaint,,,wrong item
EVT-6017,2026-08-09,North-West,complaint,,,billing issue
EVT-6018,2026-08-09,South,complaint,,,late delivery
EVT-6019,2026-08-09,West,complaint,,,billing issue
EVT-6020,2026-08-09,West,complaint,,,wrong item
EVT-6021,2026-08-09,West,complaint,,,late delivery
EVT-6022,2026-08-09,West,complaint,,,billing issue
EVT-6023,2026-08-10,North,complaint,,,damaged item
EVT-6024,2026-08-10,North-West,complaint,,,late delivery
EVT-6025,2026-08-10,North-West,complaint,,,damaged item
EVT-6026,2026-08-11,East,complaint,,,late delivery
EVT-6027,2026-08-11,North-West,complaint,,,late delivery
EVT-6028,2026-08-11,North-West,complaint,,,damaged item
EVT-6029,2026-08-11,North-West,complaint,,,late delivery
EVT-6030,2026-08-12,North-West,complaint,,,late delivery
EVT-6031,2026-08-12,South,complaint,,,damaged item
EVT-6032,2026-08-12,South,complaint,,,billing issue
EVT-6033,2026-08-12,South,complaint,,,wrong item
EVT-6034,2026-08-13,North-West,complaint,,,wrong item
EVT-6035,2026-08-13,South,complaint,,,late delivery
EVT-6036,2026-08-13,West,complaint,,,wrong item
EVT-6037,2026-08-13,West,complaint,,,late delivery
EVT-6038,2026-08-14,North,complaint,,,damaged item
EVT-6039,2026-08-14,North,complaint,,,late delivery
EVT-6040,2026-08-14,North-West,complaint,,,late delivery
EVT-6041,2026-08-14,North-West,complaint,,,billing issue
EVT-6042,2026-08-14,North-West,complaint,,,late delivery
EVT-6043,2026-08-14,South,complaint,,,billing issue
EVT-6044,2026-08-15,North,complaint,,,wrong item
EVT-6045,2026-08-16,East,complaint,,,late delivery
EVT-6046,2026-08-16,North,complaint,,,wrong item
EVT-6047,2026-08-16,North-West,complaint,,,damaged item
EVT-6048,2026-08-16,North-West,complaint,,,late delivery
EVT-6049,2026-08-16,North-West,complaint,,,billing issue
EVT-6050,2026-08-16,North-West,complaint,,,wrong item
EVT-6051,2026-08-16,South,complaint,,,billing issue
EVT-6052,2026-08-17,East,complaint,,,damaged item
EVT-6053,2026-08-17,North,complaint,,,late delivery
EVT-6054,2026-08-17,North-West,complaint,,,wrong item
EVT-6055,2026-08-18,North-West,complaint,,,billing issue
EVT-6056,2026-08-18,North-West,complaint,,,late delivery
EVT-6057,2026-08-18,North-West,complaint,,,damaged item
EVT-6058,2026-08-18,South,complaint,,,damaged item
EVT-6059,2026-08-19,East,complaint,,,damaged item
EVT-6060,2026-08-19,North,complaint,,,damaged item
EVT-6061,2026-08-19,North-West,complaint,,,wrong item
EVT-6062,2026-08-19,South,complaint,,,damaged item
EVT-6063,2026-08-19,West,complaint,,,wrong item
EVT-6064,2026-08-20,East,complaint,,,billing issue
EVT-6065,2026-08-20,North-West,complaint,,,late delivery
EVT-6066,2026-08-20,North-West,complaint,,,late delivery
EVT-6067,2026-08-20,North-West,complaint,,,wrong item
EVT-6068,2026-08-20,North-West,complaint,,,late delivery
EVT-6069,2026-08-20,North-West,complaint,,,late delivery
EVT-6070,2026-08-20,South,complaint,,,billing issue
EVT-6071,2026-08-20,West,complaint,,,late delivery
EVT-6072,2026-08-21,North,complaint,,,wrong item
EVT-6073,2026-08-21,North-West,complaint,,,late delivery
EVT-6074,2026-08-21,North-West,complaint,,,late delivery
EVT-6075,2026-08-21,North-West,complaint,,,late delivery
EVT-6076,2026-08-21,North-West,complaint,,,late delivery
EVT-6077,2026-08-21,South,complaint,,,wrong item
EVT-6078,2026-08-21,West,complaint,,,billing issue
EVT-6079,2026-08-22,South,complaint,,,damaged item
EVT-6080,2026-08-22,South,complaint,,,billing issue
EVT-6081,2026-08-22,South,complaint,,,late delivery
EVT-6082,2026-08-23,East,complaint,,,billing issue
EVT-6083,2026-08-23,North,complaint,,,damaged item
EVT-6084,2026-08-23,North-West,complaint,,,late delivery
EVT-6085,2026-08-23,North-West,complaint,,,late delivery
EVT-6086,2026-08-25,North-West,complaint,,,late delivery
EVT-6087,2026-08-25,North-West,complaint,,,wrong item
EVT-6088,2026-08-25,South,complaint,,,wrong item
EVT-6089,2026-08-25,West,complaint,,,damaged item
EVT-6090,2026-07-08,North-West,churn,Meridian Retail Group,,Account closed. Cited repeated SLA misses and competitor express-delivery offer.
EVT-6091,2026-07-19,North-West,churn,Kalinga Mart,,Account closed. Cited repeated SLA misses and competitor express-delivery offer.
EVT-6092,2025-08-31,North,nps,,43.8,monthly NPS survey
EVT-6093,2025-08-31,North-West,nps,,41.1,monthly NPS survey
EVT-6094,2025-08-31,South,nps,,45.6,monthly NPS survey
EVT-6095,2025-08-31,East,nps,,40.8,monthly NPS survey
EVT-6096,2025-08-31,West,nps,,42.6,monthly NPS survey
EVT-6097,2025-09-30,North,nps,,42.9,monthly NPS survey
EVT-6098,2025-09-30,North-West,nps,,47.1,monthly NPS survey
EVT-6099,2025-09-30,South,nps,,39.8,monthly NPS survey
EVT-6100,2025-09-30,East,nps,,44.4,monthly NPS survey
EVT-6101,2025-09-30,West,nps,,44.2,monthly NPS survey
EVT-6102,2025-10-31,North,nps,,46.4,monthly NPS survey
EVT-6103,2025-10-31,North-West,nps,,45.5,monthly NPS survey
EVT-6104,2025-10-31,South,nps,,39.4,monthly NPS survey
EVT-6105,2025-10-31,East,nps,,45.6,monthly NPS survey
EVT-6106,2025-10-31,West,nps,,39.4,monthly NPS survey
EVT-6107,2025-11-30,North,nps,,38.4,monthly NPS survey
EVT-6108,2025-11-30,North-West,nps,,42.0,monthly NPS survey
EVT-6109,2025-11-30,South,nps,,36.8,monthly NPS survey
EVT-6110,2025-11-30,East,nps,,41.9,monthly NPS survey
EVT-6111,2025-11-30,West,nps,,39.1,monthly NPS survey
EVT-6112,2025-12-31,North,nps,,42.8,monthly NPS survey
EVT-6113,2025-12-31,North-West,nps,,40.6,monthly NPS survey
EVT-6114,2025-12-31,South,nps,,37.6,monthly NPS survey
EVT-6115,2025-12-31,East,nps,,42.6,monthly NPS survey
EVT-6116,2025-12-31,West,nps,,42.5,monthly NPS survey
EVT-6117,2026-01-31,North,nps,,39.8,monthly NPS survey
EVT-6118,2026-01-31,North-West,nps,,41.1,monthly NPS survey
EVT-6119,2026-01-31,South,nps,,39.9,monthly NPS survey
EVT-6120,2026-01-31,East,nps,,39.8,monthly NPS survey
EVT-6121,2026-01-31,West,nps,,46.1,monthly NPS survey
EVT-6122,2026-02-28,North,nps,,42.6,monthly NPS survey
EVT-6123,2026-02-28,North-West,nps,,47.6,monthly NPS survey
EVT-6124,2026-02-28,South,nps,,41.3,monthly NPS survey
EVT-6125,2026-02-28,East,nps,,42.9,monthly NPS survey
EVT-6126,2026-02-28,West,nps,,41.1,monthly NPS survey
EVT-6127,2026-03-31,North,nps,,40.6,monthly NPS survey
EVT-6128,2026-03-31,North-West,nps,,45.0,monthly NPS survey
EVT-6129,2026-03-31,South,nps,,44.2,monthly NPS survey
EVT-6130,2026-03-31,East,nps,,40.8,monthly NPS survey
EVT-6131,2026-03-31,West,nps,,43.3,monthly NPS survey
EVT-6132,2026-04-30,North,nps,,38.1,monthly NPS survey
EVT-6133,2026-04-30,North-West,nps,,40.8,monthly NPS survey
EVT-6134,2026-04-30,South,nps,,43.4,monthly NPS survey
EVT-6135,2026-04-30,East,nps,,45.0,monthly NPS survey
EVT-6136,2026-04-30,West,nps,,45.9,monthly NPS survey
EVT-6137,2026-05-31,North,nps,,39.3,monthly NPS survey
EVT-6138,2026-05-31,North-West,nps,,42.4,monthly NPS survey
EVT-6139,2026-05-31,South,nps,,43.5,monthly NPS survey
EVT-6140,2026-05-31,East,nps,,41.0,monthly NPS survey
EVT-6141,2026-05-31,West,nps,,41.4,monthly NPS survey
EVT-6142,2026-06-30,North,nps,,38.7,monthly NPS survey
EVT-6143,2026-06-30,North-West,nps,,40.2,monthly NPS survey
EVT-6144,2026-06-30,South,nps,,40.2,monthly NPS survey
EVT-6145,2026-06-30,East,nps,,41.6,monthly NPS survey
EVT-6146,2026-06-30,West,nps,,40.1,monthly NPS survey
EVT-6147,2026-07-31,North,nps,,42.6,monthly NPS survey
EVT-6148,2026-07-31,North-West,nps,,32.4,monthly NPS survey
EVT-6149,2026-07-31,South,nps,,39.6,monthly NPS survey
EVT-6150,2026-07-31,East,nps,,45.6,monthly NPS survey
EVT-6151,2026-07-31,West,nps,,39.6,monthly NPS survey
EVT-6152,2026-08-31,North,nps,,38.9,monthly NPS survey
EVT-6153,2026-08-31,North-West,nps,,32.2,monthly NPS survey
EVT-6154,2026-08-31,South,nps,,42.5,monthly NPS survey
EVT-6155,2026-08-31,East,nps,,40.7,monthly NPS survey
EVT-6156,2026-08-31,West,nps,,46.4,monthly NPS survey
